rank,country_name,gold,silver,bronze,total,year,season,location,country_flag,country_id,index
1,United States,11,7,2,20,1896,none,Athens - Greece,0-United States.png,163,1
2,Greece,10,18,19,47,1896,none,Athens - Greece,1-Greece.png,55,1
3,Germany,6,5,2,13,1896,none,Athens - Greece,2-Germany.png,24,1
4,France,5,4,2,11,1896,none,Athens - Greece,3-France.png,51,1
5,Great Britain,2,3,2,7,1896,none,Athens - Greece,4-Great Britain.png,162,1
6,Hungary,2,1,3,6,1896,none,Athens - Greece,5-Hungary.png,30,1
7,Austria,2,1,2,5,1896,none,Athens - Greece,6-Austria.png,14,1
8,Australia,2,0,0,2,1896,none,Athens - Greece,7-Australia.png,53,1
9,Denmark,1,2,3,6,1896,none,Athens - Greece,8-Denmark.png,54,1
10,Switzerland,1,2,0,3,1896,none,Athens - Greece,9-Switzerland.png,161,1
11,Mixed team,1,0,1,2,1896,none,Athens - Greece,10-Mixed team.png,1,1
1,France,31,41,40,112,1900,none,Paris - France,3-France.png,51,2
2,United States,20,13,15,48,1900,none,Paris - France,11-United States.png,163,2
3,Great Britain,20,8,9,37,1900,none,Paris - France,4-Great Britain.png,162,2
4,Belgium,6,6,6,18,1900,none,Paris - France,12-Belgium.png,56,2
5,Switzerland,6,3,1,10,1900,none,Paris - France,9-Switzerland.png,161,2
6,Germany,4,3,2,9,1900,none,Paris - France,2-Germany.png,24,2
7,Italy,3,2,0,5,1900,none,Paris - France,13-Italy.png,113,2
8,Denmark,1,3,2,6,1900,none,Paris - France,8-Denmark.png,54,2
9,Mixed team,1,2,3,6,1900,none,Paris - France,10-Mixed team.png,1,2
9,Netherlands,1,2,3,6,1900,none,Paris - France,14-Netherlands.png,59,2
11,Hungary,1,2,2,5,1900,none,Paris - France,5-Hungary.png,30,2
12,Cuba,1,1,0,2,1900,none,Paris - France,15-Cuba.png,2,2
13,Spain,1,0,0,1,1900,none,Paris - France,16-Spain.png,63,2
14,Austria,0,3,3,6,1900,none,Paris - France,6-Austria.png,14,2
15,Norway,0,2,3,5,1900,none,Paris - France,17-Norway.png,3,2
16,India,0,2,0,2,1900,none,Paris - France,18-India.png,20,2
17,Bohemia,0,1,1,2,1900,none,Paris - France,19-Bohemia.png,4,2
18,Australia,0,0,3,3,1900,none,Paris - France,7-Australia.png,53,2
19,Sweden,0,0,1,1,1900,none,Paris - France,20-Sweden.png,5,2
1,United States,77,79,78,234,1904,none,St. Louis - United States,11-United States.png,163,3
2,Germany,4,5,6,15,1904,none,St. Louis - United States,2-Germany.png,24,3
3,Canada,4,1,1,6,1904,none,St. Louis - United States,21-Canada.png,41,3
4,Cuba,3,0,0,3,1904,none,St. Louis - United States,15-Cuba.png,2,3
5,Hungary,2,1,1,4,1904,none,St. Louis - United States,5-Hungary.png,30,3
6,Norway,2,0,0,2,1904,none,St. Louis - United States,17-Norway.png,3,3
7,Austria,1,1,1,3,1904,none,St. Louis - United States,6-Austria.png,14,3
8,Great Britain,1,1,0,2,1904,none,St. Louis - United States,4-Great Britain.png,162,3
9,Switzerland,1,0,2,3,1904,none,St. Louis - United States,9-Switzerland.png,161,3
10,Greece,1,0,1,2,1904,none,St. Louis - United States,1-Greece.png,55,3
11,Mixed team,1,0,0,1,1904,none,St. Louis - United States,10-Mixed team.png,1,3
12,Australia,0,3,1,4,1904,none,St. Louis - United States,22-Australia.png,53,3
13,France,0,1,0,1,1904,none,St. Louis - United States,3-France.png,51,3
1,Great Britain,56,51,39,146,1908,none,London - Great Britain,4-Great Britain.png,162,4
2,United States,23,12,12,47,1908,none,London - Great Britain,11-United States.png,163,4
3,Sweden,8,6,11,25,1908,none,London - Great Britain,23-Sweden.png,5,4
4,France,5,5,9,19,1908,none,London - Great Britain,3-France.png,51,4
5,Germany,3,5,5,13,1908,none,London - Great Britain,2-Germany.png,24,4
6,Hungary,3,4,2,9,1908,none,London - Great Britain,5-Hungary.png,30,4
7,Canada,3,3,10,16,1908,none,London - Great Britain,21-Canada.png,41,4
8,Norway,2,3,3,8,1908,none,London - Great Britain,17-Norway.png,3,4
9,Italy,2,2,0,4,1908,none,London - Great Britain,13-Italy.png,113,4
10,Belgium,1,5,2,8,1908,none,London - Great Britain,12-Belgium.png,56,4
11,Australasia,1,2,2,5,1908,none,London - Great Britain,24-Australasia.png,6,4
12,Russian Empire,1,2,0,3,1908,none,London - Great Britain,25-Russian Empire.png,7,4
13,Finland,1,1,3,5,1908,none,London - Great Britain,26-Finland.png,8,4
14,South Africa,1,1,0,2,1908,none,London - Great Britain,27-South Africa.png,95,4
15,Greece,0,3,1,4,1908,none,London - Great Britain,1-Greece.png,55,4
16,Denmark,0,2,3,5,1908,none,London - Great Britain,8-Denmark.png,54,4
17,Bohemia,0,0,2,2,1908,none,London - Great Britain,19-Bohemia.png,4,4
17,Netherlands,0,0,2,2,1908,none,London - Great Britain,14-Netherlands.png,59,4
19,Austria,0,0,1,1,1908,none,London - Great Britain,6-Austria.png,14,4
1,United States,26,19,19,64,1912,none,Stockholm - Sweden,28-United States.png,163,5
2,Sweden,23,25,17,65,1912,none,Stockholm - Sweden,23-Sweden.png,5,5
3,Great Britain,10,15,16,41,1912,none,Stockholm - Sweden,4-Great Britain.png,162,5
4,Finland,9,8,9,26,1912,none,Stockholm - Sweden,26-Finland.png,8,5
5,France,7,4,3,14,1912,none,Stockholm - Sweden,3-France.png,51,5
6,Germany,5,13,7,25,1912,none,Stockholm - Sweden,2-Germany.png,24,5
7,South Africa,4,2,0,6,1912,none,Stockholm - Sweden,29-South Africa.png,95,5
8,Norway,3,2,5,10,1912,none,Stockholm - Sweden,17-Norway.png,3,5
9,Canada,3,2,3,8,1912,none,Stockholm - Sweden,21-Canada.png,41,5
9,Hungary,3,2,3,8,1912,none,Stockholm - Sweden,5-Hungary.png,30,5
11,Italy,3,1,2,6,1912,none,Stockholm - Sweden,13-Italy.png,113,5
12,Australasia,2,2,3,7,1912,none,Stockholm - Sweden,24-Australasia.png,6,5
13,Belgium,2,1,3,6,1912,none,Stockholm - Sweden,12-Belgium.png,56,5
14,Denmark,1,6,5,12,1912,none,Stockholm - Sweden,8-Denmark.png,54,5
15,Greece,1,0,1,2,1912,none,Stockholm - Sweden,1-Greece.png,55,5
16,Russian Empire,0,2,3,5,1912,none,Stockholm - Sweden,25-Russian Empire.png,7,5
17,Austria,0,2,2,4,1912,none,Stockholm - Sweden,6-Austria.png,14,5
18,Netherlands,0,0,3,3,1912,none,Stockholm - Sweden,14-Netherlands.png,59,5
1,United States,41,27,27,95,1920,none,Antwerp - Belgium,28-United States.png,163,6
2,Sweden,19,20,25,64,1920,none,Antwerp - Belgium,23-Sweden.png,5,6
3,Finland,15,10,9,34,1920,none,Antwerp - Belgium,30-Finland.png,8,6
4,Great Britain,14,15,13,42,1920,none,Antwerp - Belgium,4-Great Britain.png,162,6
5,Belgium,14,11,11,36,1920,none,Antwerp - Belgium,12-Belgium.png,56,6
6,Norway,13,9,9,31,1920,none,Antwerp - Belgium,17-Norway.png,3,6
7,Italy,13,5,5,23,1920,none,Antwerp - Belgium,13-Italy.png,113,6
8,France,9,19,13,41,1920,none,Antwerp - Belgium,3-France.png,51,6
9,Netherlands,4,2,5,11,1920,none,Antwerp - Belgium,14-Netherlands.png,59,6
10,Denmark,3,9,1,13,1920,none,Antwerp - Belgium,8-Denmark.png,54,6
11,South Africa,3,4,3,10,1920,none,Antwerp - Belgium,29-South Africa.png,95,6
12,Canada,3,3,3,9,1920,none,Antwerp - Belgium,21-Canada.png,41,6
13,Switzerland,2,2,7,11,1920,none,Antwerp - Belgium,9-Switzerland.png,161,6
14,Estonia,1,2,0,3,1920,none,Antwerp - Belgium,31-Estonia.png,9,6
15,Brazil,1,1,1,3,1920,none,Antwerp - Belgium,32-Brazil.png,82,6
16,Australia,0,2,1,3,1920,none,Antwerp - Belgium,33-Australia.png,53,6
17,Japan,0,2,0,2,1920,none,Antwerp - Belgium,34-Japan.png,106,6
17,Spain,0,2,0,2,1920,none,Antwerp - Belgium,16-Spain.png,63,6
19,Greece,0,1,0,1,1920,none,Antwerp - Belgium,1-Greece.png,55,6
19,Luxembourg,0,1,0,1,1920,none,Antwerp - Belgium,35-Luxembourg.png,10,6
21,Czechoslovakia,0,0,2,2,1920,none,Antwerp - Belgium,36-Czechoslovakia.png,11,6
22,New Zealand,0,0,1,1,1920,none,Antwerp - Belgium,37-New Zealand.png,12,6
1,Norway,4,7,6,17,1924,winter,Chamonix - France,17-Norway.png,3,7
2,Finland,4,4,3,11,1924,winter,Chamonix - France,30-Finland.png,8,7
3,Austria,2,1,0,3,1924,winter,Chamonix - France,42-Austria.png,14,7
4,Switzerland,2,0,1,3,1924,winter,Chamonix - France,268-Switzerland.png,161,7
5,United States,1,2,1,4,1924,winter,Chamonix - France,28-United States.png,163,7
6,Great Britain,1,1,2,4,1924,winter,Chamonix - France,269-Great Britain.png,162,7
7,Sweden,1,1,0,2,1924,winter,Chamonix - France,23-Sweden.png,5,7
8,Canada,1,0,0,1,1924,winter,Chamonix - France,43-Canada.png,41,7
8,Mixed team,1,0,0,1,1924,winter,Chamonix - France,10-Mixed team.png,1,7
10,France,0,0,3,3,1924,winter,Chamonix - France,3-France.png,51,7
11,Belgium,0,0,1,1,1924,winter,Chamonix - France,12-Belgium.png,56,7
1,United States,45,27,27,99,1924,summer,Paris - France,28-United States.png,163,8
2,Finland,14,13,10,37,1924,summer,Paris - France,30-Finland.png,8,8
3,France,13,15,10,38,1924,summer,Paris - France,3-France.png,51,8
4,Great Britain,9,13,12,34,1924,summer,Paris - France,4-Great Britain.png,162,8
5,Italy,8,3,5,16,1924,summer,Paris - France,13-Italy.png,113,8
6,Switzerland,7,8,10,25,1924,summer,Paris - France,9-Switzerland.png,161,8
7,Norway,5,2,3,10,1924,summer,Paris - France,17-Norway.png,3,8
8,Sweden,4,13,12,29,1924,summer,Paris - France,23-Sweden.png,5,8
9,Netherlands,4,1,5,10,1924,summer,Paris - France,14-Netherlands.png,59,8
10,Belgium,3,7,3,13,1924,summer,Paris - France,12-Belgium.png,56,8
11,Australia,3,1,2,6,1924,summer,Paris - France,33-Australia.png,53,8
12,Denmark,2,5,2,9,1924,summer,Paris - France,8-Denmark.png,54,8
13,Hungary,2,3,4,9,1924,summer,Paris - France,38-Hungary.png,30,8
14,Yugoslavia,2,0,0,2,1924,summer,Paris - France,39-Yugoslavia.png,21,8
15,Czechoslovakia,1,4,5,10,1924,summer,Paris - France,36-Czechoslovakia.png,11,8
16,Argentina,1,3,2,6,1924,summer,Paris - France,40-Argentina.png,131,8
17,Estonia,1,1,4,6,1924,summer,Paris - France,31-Estonia.png,9,8
18,South Africa,1,1,1,3,1924,summer,Paris - France,29-South Africa.png,95,8
19,Uruguay,1,0,0,1,1924,summer,Paris - France,41-Uruguay.png,13,8
20,Austria,0,3,1,4,1924,summer,Paris - France,42-Austria.png,14,8
20,Canada,0,3,1,4,1924,summer,Paris - France,43-Canada.png,41,8
22,Poland,0,1,1,2,1924,summer,Paris - France,44-Poland.png,52,8
23,Haiti,0,0,1,1,1924,summer,Paris - France,45-Haiti.png,15,8
23,Japan,0,0,1,1,1924,summer,Paris - France,34-Japan.png,106,8
23,New Zealand,0,0,1,1,1924,summer,Paris - France,37-New Zealand.png,12,8
23,Portugal,0,0,1,1,1924,summer,Paris - France,46-Portugal.png,16,8
23,Romania,0,0,1,1,1924,summer,Paris - France,47-Romania.png,39,8
1,Norway,6,4,5,15,1928,winter,St. Moritz - Switzerland,17-Norway.png,3,9
2,United States,2,2,2,6,1928,winter,St. Moritz - Switzerland,28-United States.png,163,9
3,Sweden,2,2,1,5,1928,winter,St. Moritz - Switzerland,23-Sweden.png,5,9
4,Finland,2,1,1,4,1928,winter,St. Moritz - Switzerland,30-Finland.png,8,9
5,Canada,1,0,0,1,1928,winter,St. Moritz - Switzerland,43-Canada.png,41,9
5,France,1,0,0,1,1928,winter,St. Moritz - Switzerland,3-France.png,51,9
7,Austria,0,3,1,4,1928,winter,St. Moritz - Switzerland,42-Austria.png,14,9
8,Belgium,0,0,1,1,1928,winter,St. Moritz - Switzerland,12-Belgium.png,56,9
8,Czechoslovakia,0,0,1,1,1928,winter,St. Moritz - Switzerland,36-Czechoslovakia.png,11,9
8,Germany,0,0,1,1,1928,winter,St. Moritz - Switzerland,48-Germany.png,24,9
8,Great Britain,0,0,1,1,1928,winter,St. Moritz - Switzerland,269-Great Britain.png,162,9
8,Switzerland,0,0,1,1,1928,winter,St. Moritz - Switzerland,268-Switzerland.png,161,9
1,United States,22,18,16,56,1928,summer,Amsterdam - Netherlands,28-United States.png,163,10
2,Germany,10,7,14,31,1928,summer,Amsterdam - Netherlands,48-Germany.png,24,10
3,Finland,8,8,9,25,1928,summer,Amsterdam - Netherlands,30-Finland.png,8,10
4,Sweden,7,6,12,25,1928,summer,Amsterdam - Netherlands,23-Sweden.png,5,10
5,Italy,7,5,7,19,1928,summer,Amsterdam - Netherlands,13-Italy.png,113,10
6,Switzerland,7,4,4,15,1928,summer,Amsterdam - Netherlands,9-Switzerland.png,161,10
7,France,6,10,5,21,1928,summer,Amsterdam - Netherlands,3-France.png,51,10
8,Netherlands,6,9,4,19,1928,summer,Amsterdam - Netherlands,14-Netherlands.png,59,10
9,Hungary,4,5,0,9,1928,summer,Amsterdam - Netherlands,38-Hungary.png,30,10
10,Canada,4,4,7,15,1928,summer,Amsterdam - Netherlands,43-Canada.png,41,10
11,Great Britain,3,10,7,20,1928,summer,Amsterdam - Netherlands,4-Great Britain.png,162,10
12,Argentina,3,3,1,7,1928,summer,Amsterdam - Netherlands,40-Argentina.png,131,10
13,Denmark,3,1,2,6,1928,summer,Amsterdam - Netherlands,8-Denmark.png,54,10
14,Czechoslovakia,2,5,2,9,1928,summer,Amsterdam - Netherlands,36-Czechoslovakia.png,11,10
15,Japan,2,2,1,5,1928,summer,Amsterdam - Netherlands,34-Japan.png,106,10
16,Estonia,2,1,2,5,1928,summer,Amsterdam - Netherlands,31-Estonia.png,9,10
17,Egypt,2,1,1,4,1928,summer,Amsterdam - Netherlands,49-Egypt.png,116,10
18,Austria,2,0,1,3,1928,summer,Amsterdam - Netherlands,42-Austria.png,14,10
19,Australia,1,2,1,4,1928,summer,Amsterdam - Netherlands,33-Australia.png,53,10
19,Norway,1,2,1,4,1928,summer,Amsterdam - Netherlands,17-Norway.png,3,10
21,Poland,1,1,3,5,1928,summer,Amsterdam - Netherlands,44-Poland.png,52,10
21,Yugoslavia,1,1,3,5,1928,summer,Amsterdam - Netherlands,39-Yugoslavia.png,21,10
23,South Africa,1,0,2,3,1928,summer,Amsterdam - Netherlands,50-South Africa.png,95,10
24,India,1,0,0,1,1928,summer,Amsterdam - Netherlands,18-India.png,20,10
24,Ireland,1,0,0,1,1928,summer,Amsterdam - Netherlands,51-Ireland.png,60,10
24,New Zealand,1,0,0,1,1928,summer,Amsterdam - Netherlands,37-New Zealand.png,12,10
24,Spain,1,0,0,1,1928,summer,Amsterdam - Netherlands,16-Spain.png,63,10
24,Uruguay,1,0,0,1,1928,summer,Amsterdam - Netherlands,41-Uruguay.png,13,10
29,Belgium,0,1,2,3,1928,summer,Amsterdam - Netherlands,12-Belgium.png,56,10
30,Chile,0,1,0,1,1928,summer,Amsterdam - Netherlands,52-Chile.png,17,10
30,Haiti,0,1,0,1,1928,summer,Amsterdam - Netherlands,45-Haiti.png,15,10
32,Philippines,0,0,1,1,1928,summer,Amsterdam - Netherlands,53-Philippines.png,145,10
32,Portugal,0,0,1,1,1928,summer,Amsterdam - Netherlands,46-Portugal.png,16,10
1,United States,6,4,2,12,1932,winter,Lake Placid - United States,28-United States.png,163,11
2,Norway,3,4,3,10,1932,winter,Lake Placid - United States,17-Norway.png,3,11
3,Sweden,1,2,0,3,1932,winter,Lake Placid - United States,23-Sweden.png,5,11
4,Canada,1,1,5,7,1932,winter,Lake Placid - United States,43-Canada.png,41,11
5,Finland,1,1,1,3,1932,winter,Lake Placid - United States,30-Finland.png,8,11
6,Austria,1,1,0,2,1932,winter,Lake Placid - United States,42-Austria.png,14,11
7,France,1,0,0,1,1932,winter,Lake Placid - United States,3-France.png,51,11
8,Switzerland,0,1,0,1,1932,winter,Lake Placid - United States,268-Switzerland.png,161,11
9,Germany,0,0,2,2,1932,winter,Lake Placid - United States,48-Germany.png,24,11
10,Hungary,0,0,1,1,1932,winter,Lake Placid - United States,38-Hungary.png,30,11
1,United States,44,36,30,110,1932,summer,Los Angeles - United States,28-United States.png,163,12
2,Italy,12,12,12,36,1932,summer,Los Angeles - United States,13-Italy.png,113,12
3,France,11,5,4,20,1932,summer,Los Angeles - United States,3-France.png,51,12
4,Sweden,10,5,9,24,1932,summer,Los Angeles - United States,23-Sweden.png,5,12
5,Japan,7,7,4,18,1932,summer,Los Angeles - United States,34-Japan.png,106,12
6,Hungary,6,5,5,16,1932,summer,Los Angeles - United States,38-Hungary.png,30,12
7,Finland,5,8,12,25,1932,summer,Los Angeles - United States,30-Finland.png,8,12
8,Great Britain,5,7,5,17,1932,summer,Los Angeles - United States,4-Great Britain.png,162,12
9,Germany,3,12,7,22,1932,summer,Los Angeles - United States,48-Germany.png,24,12
10,Poland,3,2,4,9,1932,summer,Los Angeles - United States,54-Poland.png,52,12
11,Australia,3,1,1,5,1932,summer,Los Angeles - United States,33-Australia.png,53,12
12,Argentina,3,1,0,4,1932,summer,Los Angeles - United States,40-Argentina.png,131,12
13,Canada,2,5,9,16,1932,summer,Los Angeles - United States,43-Canada.png,41,12
14,Netherlands,2,5,1,8,1932,summer,Los Angeles - United States,14-Netherlands.png,59,12
15,South Africa,2,0,3,5,1932,summer,Los Angeles - United States,50-South Africa.png,95,12
16,Ireland,2,0,0,2,1932,summer,Los Angeles - United States,51-Ireland.png,60,12
17,Czechoslovakia,1,3,2,6,1932,summer,Los Angeles - United States,36-Czechoslovakia.png,11,12
18,Austria,1,1,3,5,1932,summer,Los Angeles - United States,42-Austria.png,14,12
19,India,1,0,0,1,1932,summer,Los Angeles - United States,18-India.png,20,12
20,Denmark,0,5,3,8,1932,summer,Los Angeles - United States,8-Denmark.png,54,12
21,Mexico,0,2,0,2,1932,summer,Los Angeles - United States,55-Mexico.png,40,12
22,Latvia,0,1,0,1,1932,summer,Los Angeles - United States,56-Latvia.png,18,12
22,New Zealand,0,1,0,1,1932,summer,Los Angeles - United States,37-New Zealand.png,12,12
22,Switzerland,0,1,0,1,1932,summer,Los Angeles - United States,9-Switzerland.png,161,12
25,Philippines,0,0,3,3,1932,summer,Los Angeles - United States,53-Philippines.png,145,12
26,Belgium,0,0,1,1,1932,summer,Los Angeles - United States,12-Belgium.png,56,12
26,Spain,0,0,1,1,1932,summer,Los Angeles - United States,57-Spain.png,63,12
26,Uruguay,0,0,1,1,1932,summer,Los Angeles - United States,41-Uruguay.png,13,12
1,Norway,7,5,3,15,1936,winter,Garmisch-Partenkirchen - Germany,17-Norway.png,3,13
2,Germany,3,3,0,6,1936,winter,Garmisch-Partenkirchen - Germany,58-Germany.png,24,13
3,Sweden,2,2,3,7,1936,winter,Garmisch-Partenkirchen - Germany,23-Sweden.png,5,13
4,Finland,1,2,3,6,1936,winter,Garmisch-Partenkirchen - Germany,30-Finland.png,8,13
5,Switzerland,1,2,0,3,1936,winter,Garmisch-Partenkirchen - Germany,268-Switzerland.png,161,13
6,Austria,1,1,2,4,1936,winter,Garmisch-Partenkirchen - Germany,42-Austria.png,14,13
7,Great Britain,1,1,1,3,1936,winter,Garmisch-Partenkirchen - Germany,269-Great Britain.png,162,13
8,United States,1,0,3,4,1936,winter,Garmisch-Partenkirchen - Germany,28-United States.png,163,13
9,Canada,0,1,0,1,1936,winter,Garmisch-Partenkirchen - Germany,43-Canada.png,41,13
10,France,0,0,1,1,1936,winter,Garmisch-Partenkirchen - Germany,3-France.png,51,13
10,Hungary,0,0,1,1,1936,winter,Garmisch-Partenkirchen - Germany,38-Hungary.png,30,13
1,Germany,38,31,32,101,1936,summer,Berlin - Germany,58-Germany.png,24,14
2,United States,24,21,12,57,1936,summer,Berlin - Germany,28-United States.png,163,14
3,Hungary,10,1,5,16,1936,summer,Berlin - Germany,38-Hungary.png,30,14
4,Italy,9,13,5,27,1936,summer,Berlin - Germany,13-Italy.png,113,14
5,Finland,8,6,6,20,1936,summer,Berlin - Germany,30-Finland.png,8,14
6,France,7,6,6,19,1936,summer,Berlin - Germany,3-France.png,51,14
7,Sweden,6,5,10,21,1936,summer,Berlin - Germany,23-Sweden.png,5,14
8,Japan,6,4,10,20,1936,summer,Berlin - Germany,34-Japan.png,106,14
9,Netherlands,6,4,7,17,1936,summer,Berlin - Germany,14-Netherlands.png,59,14
10,Austria,5,7,5,17,1936,summer,Berlin - Germany,42-Austria.png,14,14
11,Switzerland,4,9,5,18,1936,summer,Berlin - Germany,9-Switzerland.png,161,14
12,Great Britain,4,7,3,14,1936,summer,Berlin - Germany,4-Great Britain.png,162,14
13,Czechoslovakia,3,5,1,9,1936,summer,Berlin - Germany,36-Czechoslovakia.png,11,14
14,Argentina,2,2,3,7,1936,summer,Berlin - Germany,40-Argentina.png,131,14
14,Estonia,2,2,3,7,1936,summer,Berlin - Germany,31-Estonia.png,9,14
16,Egypt,2,1,2,5,1936,summer,Berlin - Germany,49-Egypt.png,116,14
17,Canada,1,3,5,9,1936,summer,Berlin - Germany,59-Canada.png,41,14
18,Norway,1,3,2,6,1936,summer,Berlin - Germany,17-Norway.png,3,14
19,Turkey,1,0,1,2,1936,summer,Berlin - Germany,60-Turkey.png,19,14
20,India,1,0,0,1,1936,summer,Berlin - Germany,61-India.png,20,14
20,New Zealand,1,0,0,1,1936,summer,Berlin - Germany,37-New Zealand.png,12,14
22,Poland,0,4,5,9,1936,summer,Berlin - Germany,54-Poland.png,52,14
23,Denmark,0,2,3,5,1936,summer,Berlin - Germany,8-Denmark.png,54,14
24,Latvia,0,1,1,2,1936,summer,Berlin - Germany,56-Latvia.png,18,14
25,Romania,0,1,0,1,1936,summer,Berlin - Germany,47-Romania.png,39,14
25,South Africa,0,1,0,1,1936,summer,Berlin - Germany,50-South Africa.png,95,14
25,Yugoslavia,0,1,0,1,1936,summer,Berlin - Germany,39-Yugoslavia.png,21,14
28,Belgium,0,0,3,3,1936,summer,Berlin - Germany,12-Belgium.png,56,14
28,Mexico,0,0,3,3,1936,summer,Berlin - Germany,62-Mexico.png,40,14
30,Australia,0,0,1,1,1936,summer,Berlin - Germany,33-Australia.png,53,14
30,Philippines,0,0,1,1,1936,summer,Berlin - Germany,63-Philippines.png,145,14
30,Portugal,0,0,1,1,1936,summer,Berlin - Germany,46-Portugal.png,16,14
1,Norway,4,3,3,10,1948,winter,St. Moritz - Switzerland,17-Norway.png,3,15
1,Sweden,4,3,3,10,1948,winter,St. Moritz - Switzerland,23-Sweden.png,5,15
3,Switzerland,3,4,3,10,1948,winter,St. Moritz - Switzerland,268-Switzerland.png,161,15
4,United States,3,4,2,9,1948,winter,St. Moritz - Switzerland,28-United States.png,163,15
5,France,2,1,2,5,1948,winter,St. Moritz - Switzerland,3-France.png,51,15
6,Canada,2,0,1,3,1948,winter,St. Moritz - Switzerland,43-Canada.png,41,15
7,Austria,1,3,4,8,1948,winter,St. Moritz - Switzerland,42-Austria.png,14,15
8,Finland,1,3,2,6,1948,winter,St. Moritz - Switzerland,30-Finland.png,8,15
9,Belgium,1,1,0,2,1948,winter,St. Moritz - Switzerland,12-Belgium.png,56,15
10,Italy,1,0,0,1,1948,winter,St. Moritz - Switzerland,65-Italy.png,113,15
11,Czechoslovakia,0,1,0,1,1948,winter,St. Moritz - Switzerland,36-Czechoslovakia.png,11,15
11,Hungary,0,1,0,1,1948,winter,St. Moritz - Switzerland,64-Hungary.png,30,15
13,Great Britain,0,0,2,2,1948,winter,St. Moritz - Switzerland,269-Great Britain.png,162,15
1,United States,38,27,19,84,1948,summer,London - Great Britain,28-United States.png,163,16
2,Sweden,17,11,18,46,1948,summer,London - Great Britain,23-Sweden.png,5,16
3,France,11,6,15,32,1948,summer,London - Great Britain,3-France.png,51,16
4,Finland,10,8,6,24,1948,summer,London - Great Britain,30-Finland.png,8,16
5,Hungary,10,5,13,28,1948,summer,London - Great Britain,64-Hungary.png,30,16
6,Italy,9,12,10,31,1948,summer,London - Great Britain,65-Italy.png,113,16
7,Turkey,6,4,2,12,1948,summer,London - Great Britain,66-Turkey.png,19,16
8,Czechoslovakia,6,2,3,11,1948,summer,London - Great Britain,36-Czechoslovakia.png,11,16
9,Switzerland,5,12,6,23,1948,summer,London - Great Britain,9-Switzerland.png,161,16
10,Denmark,5,8,9,22,1948,summer,London - Great Britain,8-Denmark.png,54,16
11,Netherlands,5,2,9,16,1948,summer,London - Great Britain,14-Netherlands.png,59,16
12,Great Britain,4,16,7,27,1948,summer,London - Great Britain,4-Great Britain.png,162,16
13,Argentina,3,3,1,7,1948,summer,London - Great Britain,40-Argentina.png,131,16
14,Australia,2,6,5,13,1948,summer,London - Great Britain,33-Australia.png,53,16
15,Belgium,2,2,3,7,1948,summer,London - Great Britain,12-Belgium.png,56,16
16,South Africa,2,2,2,6,1948,summer,London - Great Britain,50-South Africa.png,95,16
17,Egypt,2,2,1,5,1948,summer,London - Great Britain,49-Egypt.png,116,16
18,Mexico,2,1,2,5,1948,summer,London - Great Britain,62-Mexico.png,40,16
19,Norway,1,3,3,7,1948,summer,London - Great Britain,17-Norway.png,3,16
20,Jamaica,1,2,0,3,1948,summer,London - Great Britain,67-Jamaica.png,43,16
21,Austria,1,0,3,4,1948,summer,London - Great Britain,42-Austria.png,14,16
22,Poland,1,0,1,2,1948,summer,London - Great Britain,54-Poland.png,52,16
23,India,1,0,0,1,1948,summer,London - Great Britain,68-India.png,20,16
23,Peru,1,0,0,1,1948,summer,London - Great Britain,69-Peru.png,65,16
25,Canada,0,2,2,4,1948,summer,London - Great Britain,43-Canada.png,41,16
26,Yugoslavia,0,2,0,2,1948,summer,London - Great Britain,70-Yugoslavia.png,21,16
27,Portugal,0,1,1,2,1948,summer,London - Great Britain,46-Portugal.png,16,16
27,Uruguay,0,1,1,2,1948,summer,London - Great Britain,41-Uruguay.png,13,16
29,Ceylon,0,1,0,1,1948,summer,London - Great Britain,71-Ceylon.png,22,16
29,Cuba,0,1,0,1,1948,summer,London - Great Britain,15-Cuba.png,2,16
29,Spain,0,1,0,1,1948,summer,London - Great Britain,72-Spain.png,63,16
29,Trinidad and Tobago,0,1,0,1,1948,summer,London - Great Britain,73-Trinidad and Tobago.png,36,16
33,Panama,0,0,2,2,1948,summer,London - Great Britain,74-Panama.png,23,16
33,South Korea,0,0,2,2,1948,summer,London - Great Britain,75-South Korea.png,129,16
35,Brazil,0,0,1,1,1948,summer,London - Great Britain,32-Brazil.png,82,16
35,Iran,0,0,1,1,1948,summer,London - Great Britain,76-Iran.png,74,16
35,Ireland,0,0,1,1,1948,summer,London - Great Britain,51-Ireland.png,60,16
35,Puerto Rico,0,0,1,1,1948,summer,London - Great Britain,77-Puerto Rico.png,105,16
1,Norway,7,3,6,16,1952,winter,Oslo - Norway,17-Norway.png,3,17
2,United States,4,6,1,11,1952,winter,Oslo - Norway,28-United States.png,163,17
3,Finland,3,4,2,9,1952,winter,Oslo - Norway,30-Finland.png,8,17
4,Germany,3,2,2,7,1952,winter,Oslo - Norway,81-Germany.png,24,17
5,Austria,2,4,2,8,1952,winter,Oslo - Norway,42-Austria.png,14,17
6,Canada,1,0,1,2,1952,winter,Oslo - Norway,43-Canada.png,41,17
6,Italy,1,0,1,2,1952,winter,Oslo - Norway,65-Italy.png,113,17
8,Great Britain,1,0,0,1,1952,winter,Oslo - Norway,269-Great Britain.png,162,17
9,Netherlands,0,3,0,3,1952,winter,Oslo - Norway,14-Netherlands.png,59,17
